"STATE","COUNTY","TRUMP","CLINTON","REPORTING"
"Indiana","Union",2445,715,100
"Indiana","Vanderburgh",40422,28296,100
"Indiana","Vermillion",4511,2081,100
"Indiana","Vigo",21924,15922,100
"Indiana","Wabash",9819,3018,100
"Indiana","Warren",2896,839,100
"Indiana","Warrick",19133,9086,100
"Indiana","Washington",8206,2636,100
"Indiana","Wayne",16028,8322,100
"Indiana","Wells",9999,2585,100
"Indiana","White",6813,2563,100
"Indiana","Whitley",11357,3379,100
"Iowa","Adair",2456,1127,100
"Iowa","Adams",1393,565,100
"Iowa","Allamakee",4072,2409,100
"Iowa","Appanoose",4031,1813,100
"Iowa","Audubon",2135,1079,100
"Iowa","Benton",8226,4672,100
"Iowa","Black Hawk",27382,32006,100
"Iowa","Boone",7458,5517,100
"Iowa","Bremer",7199,5349,100
"Iowa","Buchanan",5504,3966,100
"Iowa","Buena Vista",4895,2851,100
"Iowa","Butler",4918,2163,100
"Iowa","Calhoun",3466,1396,100
"Iowa","Carroll",6627,3305,100
"Iowa","Cass",4755,1946,100
"Iowa","Cedar",5275,3578,100
"Iowa","Cerro Gordo",11583,9840,100
"Iowa","Cherokee",4188,1676,100
"Iowa","Chickasaw",3739,2264,100
"Iowa","Clarke",2706,1463,100
"Iowa","Clay",5870,2246,100
"Iowa","Clayton",5309,3236,100
"Iowa","Clinton",11249,10079,100
"Iowa","Crawford",4608,1985,100
"Iowa","Dallas",19288,15662,100
"Iowa","Davis",2721,976,100
"Iowa","Decatur",2296,1201,100
"Iowa","Delaware",5688,2956,100
"Iowa","Des Moines",9479,8178,100
"Iowa","Dickinson",6743,3051,100
"Iowa","Dubuque",23384,22774,100
"Iowa","Emmet",3121,1356,100
"Iowa","Fayette",5591,3666,100
"Iowa","Floyd",4371,3177,100
"Iowa","Franklin",3153,1490,100
"Iowa","Fremont",2401,959,100
"Iowa","Greene",2819,1688,100
"Iowa","Grundy",4516,1847,100
"Iowa","Guthrie",3603,1720,100
"Iowa","Hamilton",4450,2715,100
"Iowa","Hancock",3972,1582,100
"Iowa","Hardin",5231,2774,100
"Iowa","Harrison",4892,2123,100
"Iowa","Henry",5764,2897,90
"Iowa","Howard",2611,1674,100
"Iowa","Humboldt",3564,1251,100
"Iowa","Ida",2655,792,100
"Iowa","Iowa",5193,3070,100
"Iowa","Jackson",5821,3837,100
"Iowa","Jasper",10556,7108,100
"Iowa","Jefferson",3738,3702,100
"Iowa","Johnson",20993,49942,100
"Iowa","Jones",5718,3779,100
"Iowa","Keokuk",3385,1265,100
"Iowa","Kossuth",5637,2529,100
"Iowa","Lee",8762,6195,100
"Iowa","Linn",48183,58481,100
"Iowa","Louisa",3060,1643,100
"Iowa","Lucas",2873,1236,100
"Iowa","Lyon",5188,917,100
"Iowa","Madison",5336,2666,100
"Iowa","Mahaska",7404,2606,100
"Iowa","Marion",10940,5469,100
"Iowa","Marshall",9125,7623,100
"Iowa","Mills",5050,2080,100
"Iowa","Mitchell",3180,1879,100
"Iowa","Monona",3115,1244,100
"Iowa","Monroe",2635,1053,100
"Iowa","Montgomery",3431,1312,100
"Iowa","Muscatine",9549,8284,100
"Iowa","O'Brien",5735,1314,100
"Iowa","Osceola",2528,552,100
"Iowa","Page",4875,1801,100
"Iowa","Palo Alto",3079,1395,100
"Iowa","Plymouth",9659,2878,100
"Iowa","Pocahontas",2692,962,100
"Iowa","Polk",93421,119671,100
"Iowa","Pottawattamie",24441,15341,100
"Iowa","Poweshiek",4936,4272,100
"Iowa","Ringgold",1820,753,100
"Iowa","Sac",3692,1269,100
"Iowa","Scott",39083,40302,100
"Iowa","Shelby",4340,1649,100
"Iowa","Sioux",14761,2289,100
"Iowa","Story",19111,25085,100
"Iowa","Tama",4968,3194,100
"Iowa","Taylor",2108,755,100
"Iowa","Union",3521,1920,100
"Iowa","Van Buren",2524,843,100
"Iowa","Wapello",8710,5591,100
"Iowa","Warren",14773,10371,100
"Iowa","Washington",6170,3938,100
"Iowa","Wayne",2069,719,100
"Iowa","Webster",10049,6293,100
"Iowa","Winnebago",3437,1920,100
"Iowa","Winneshiek",5332,5238,100
"Iowa","Woodbury",24627,16102,100
"Iowa","Worth",2443,1523,100
"Iowa","Wright",3790,1890,100
"Kansas","Allen",3575,1398,100
"Kansas","Anderson",2386,665,100
"Kansas","Atchison",3977,1946,100
"Kansas","Barber",1822,281,100
"Kansas","Barton",7766,1823,100
"Kansas","Bourbon",4314,1306,100
"Kansas","Brown",2861,850,100
"Kansas","Butler",18781,6489,100
"Kansas","Chase",964,313,100
"Kansas","Chautauqua",1552,236,100
"Kansas","Cherokee",6017,1959,100
"Kansas","Cheyenne",1172,188,100
"Kansas","Clark",813,118,100
"Kansas","Clay",2831,665,100
"Kansas","Cloud",2856,744,100
"Kansas","Coffey",2990,719,100
"Kansas","Comanche",705,102,100
"Kansas","Cowley",8016,3436,100
"Kansas","Crawford",8394,5064,100
"Kansas","Decatur",1220,178,100
"Kansas","Dickinson",5905,1582,100
"Kansas","Doniphan",2601,584,100
"Kansas","Douglas",14308,30089,100
"Kansas","Edwards",1033,208,100
"Kansas","Elk",1048,160,100
"Kansas","Ellis",8311,2669,100
"Kansas","Ellsworth",1933,515,100
"Kansas","Finney",6155,3006,100
"Kansas","Ford",4994,2032,100
"Kansas","Franklin",7025,2829,100
"Kansas","Geary",4116,2569,98
"Kansas","Gove",1127,149,100
"Kansas","Graham",1013,185,100
"Kansas","Grant",1755,427,100
"Kansas","Gray",1651,257,100
"Kansas","Greeley",523,83,100
"Kansas","Greenwood",2146,484,100
"Kansas","Hamilton",690,114,100
"Kansas","Harper",1950,388,100
"Kansas","Harvey",8503,5006,100
"Kansas","Haskell",1011,228,100
"Kansas","Hodgeman",845,124,100
"Kansas","Jackson",3888,1489,100
"Kansas","Jefferson",5112,2483,100
"Kansas","Jewell",1204,180,100
"Kansas","Johnson",133907,126324,100
"Kansas","Kearny",1048,224,100
"Kansas","Kingman",2507,594,100
"Kansas","Kiowa",855,111,100
"Kansas","Labette",5232,2234,100
"Kansas","Lane",684,104,100
"Kansas","Leavenworth",17387,10064,100
"Kansas","Lincoln",1168,214,100
"Kansas","Linn",3377,721,100
"Kansas","Logan",1124,149,100
"Kansas","Lyon",6354,4456,100
"Kansas","Marion",3928,1177,100
"Kansas","Marshall",3250,1060,100
"Kansas","McPherson",8407,3183,100
"Kansas","Meade",1390,206,100
"Kansas","Miami",9839,3949,100
"Kansas","Mitchell",2216,469,100
"Kansas","Montgomery",8466,2557,100
"Kansas","Morris",1790,586,100
"Kansas","Morton",970,145,100
"Kansas","Nemaha",4066,714,100
"Kansas","Neosho",4340,1464,100
"Kansas","Ness",1216,160,100
"Kansas","Norton",1808,277,100
"Kansas","Osage",4713,1730,100
"Kansas","Osborne",1437,231,100
"Kansas","Ottawa",2261,424,100
"Kansas","Pawnee",1872,567,100
"Kansas","Phillips",2200,296,100
"Kansas","Pottawatomie",7451,2191,100
"Kansas","Pratt",2824,769,100
"Kansas","Rawlins",1209,160,100
"Kansas","Reno",15100,6670,100
"Kansas","Republic",1993,370,100
"Kansas","Rice",2652,668,100
"Kansas","Riley",9817,8892,100
"Kansas","Rooks",1999,273,100
"Kansas","Rush",1177,227,100
"Kansas","Russell",2544,454,100
"Kansas","Saline",13367,6084,100
"Kansas","Scott",1832,232,100
"Kansas","Sedgwick",101319,66716,100
"Kansas","Seward",3025,1491,100
"Kansas","Shawnee",35349,33270,100
"Kansas","Sheridan",1186,126,100
"Kansas","Sherman",2043,340,100
"Kansas","Smith",1635,295,100
"Kansas","Stafford",1485,303,100
"Kansas","Stanton",580,132,100
"Kansas","Stevens",1564,215,100
"Kansas","Sumner",6844,2039,100
"Kansas","Thomas",2832,467,100
"Kansas","Trego",1211,193,100
"Kansas","Wabaunsee",2358,773,100
"Kansas","Wallace",711,45,100
"Kansas","Washington",2136,378,100
"Kansas","Wichita",765,139,100
"Kansas","Wilson",2747,550,100
"Kansas","Woodson",1063,270,100
"Kansas","Wyandotte",15520,29346,100
"Kentucky","Adair",6637,1323,100
"Kentucky","Allen",6466,1349,100
"Kentucky","Anderson",8242,2634,100
"Kentucky","Ballard",3161,816,100
"Kentucky","Barren",13483,4275,100
"Kentucky","Bath",3082,1361,100
"Kentucky","Bell",7764,1720,100
"Kentucky","Boone",39082,15026,100
"Kentucky","Bourbon",5569,2791,100
"Kentucky","Boyd",13591,6021,100
"Kentucky","Boyle",8040,4281,100
"Kentucky","Bracken",2711,705,100
"Kentucky","Breathitt",3991,1537,100
"Kentucky","Breckinridge",6484,1960,100
"Kentucky","Bullitt",26210,8255,100
"Kentucky","Butler",4428,947,100
"Kentucky","Caldwell",4507,1260,100
"Kentucky","Calloway",10367,4749,100
"Kentucky","Campbell",25050,14658,100
"Kentucky","Carlisle",2094,432,100
"Kentucky","Carroll",2588,1106,100
"Kentucky","Carter",7587,2276,100
"Kentucky","Casey",5482,767,100
"Kentucky","Christian",14108,7188,100
"Kentucky","Clark",10710,4706,100
"Kentucky","Clay",5861,752,100
"Kentucky","Clinton",3809,547,100
"Kentucky","Crittenden",3290,617,100
"Kentucky","Cumberland",2502,459,100
"Kentucky","Daviess",28907,14163,100
"Kentucky","Edmonson",4135,979,100
"Kentucky","Elliott",2000,740,100
"Kentucky","Estill",4236,1108,100
"Kentucky","Fayette",56890,69776,100
"Kentucky","Fleming",4722,1348,100
"Kentucky","Floyd",11993,4015,100
"Kentucky","Franklin",11819,10717,100
"Kentucky","Fulton",1549,774,100
"Kentucky","Gallatin",2443,749,100
"Kentucky","Garrard",5904,1453,100
"Kentucky","Grant",7268,1910,100
"Kentucky","Graves",12671,3308,100
"Kentucky","Grayson",8219,1959,100
"Kentucky","Green",4372,832,100
"Kentucky","Greenup",11546,4146,100
"Kentucky","Hancock",2788,1244,100
"Kentucky","Hardin",26970,13944,100
"Kentucky","Harlan",9129,1372,100
"Kentucky","Harrison",5435,2031,100
"Kentucky","Hart",5320,1730,100
"Kentucky","Henderson",12159,6707,100
"Kentucky","Henry",4944,1828,100
"Kentucky","Hickman",1657,449,100
"Kentucky","Hopkins",15277,4310,100
"Kentucky","Jackson",4889,482,100
"Kentucky","Jefferson",143758,190824,100
"Kentucky","Jessamine",15474,6144,100
"Kentucky","Johnson",8043,1250,100
"Kentucky","Kenton",42958,24213,100
"Kentucky","Knott",4357,1245,100
"Kentucky","Knox",9885,1761,100
"Kentucky","Larue",4799,1278,100
"Kentucky","Laurel",20592,3440,100
"Kentucky","Lawrence",4816,1045,100
"Kentucky","Lee",2151,444,100
"Kentucky","Leslie",4015,400,100
"Kentucky","Letcher",7293,1542,100
"Kentucky","Lewis",4363,785,100
"Kentucky","Lincoln",7338,1865,100
"Kentucky","Livingston",3570,887,100
"Kentucky","Logan",7778,2755,100
"Kentucky","Lyon",2789,1045,100
"Kentucky","Madison",23431,11793,100
"Kentucky","Magoffin",3824,1172,100
"Kentucky","Marion",5122,2679,100
"Kentucky","Marshall",12322,3672,100
"Kentucky","Martin",3503,363,100
"Kentucky","Mason",4944,1970,100
"Kentucky","McCracken",20774,9134,100
"Kentucky","McCreary",5012,664,100
"Kentucky","McLean",3381,988,100
"Kentucky","Meade",8660,3026,100
"Kentucky","Menifee",2010,700,100
"Kentucky","Mercer",7740,2395,100
"Kentucky","Metcalfe",3491,976,100
"Kentucky","Monroe",4278,601,100
"Kentucky","Montgomery",7856,3158,100
"Kentucky","Morgan",3628,1006,100
"Kentucky","Muhlenberg",9393,3272,100
"Kentucky","Nelson",13430,6434,100
"Kentucky","Nicholas",1957,787,100
"Kentucky","Ohio",7942,2080,100
"Kentucky","Oldham",20469,10268,100
"Kentucky","Owen",3745,1062,100
"Kentucky","Owsley",1474,256,100
"Kentucky","Pendleton",4604,1164,100
"Kentucky","Perry",8158,2136,100
"Kentucky","Pike",19740,4277,100
"Kentucky","Powell",3513,1272,100
"Kentucky","Pulaski",22900,4208,100
"Kentucky","Robertson",759,222,100
"Kentucky","Rockcastle",5609,915,100
"Kentucky","Rowan",5174,3295,100
"Kentucky","Russell",6863,1093,100
"Kentucky","Scott",15052,7713,100
"Kentucky","Shelby",13196,6276,100
"Kentucky","Simpson",5077,2144,100
"Kentucky","Spencer",7196,1921,100
"Kentucky","Taylor",8320,2553,100
"Kentucky","Todd",3612,1042,100
"Kentucky","Trigg",4928,1587,100
"Kentucky","Trimble",2771,879,100
"Kentucky","Union",4701,1331,100
"Kentucky","Warren",28673,16966,100
"Kentucky","Washington",4013,1420,100
"Kentucky","Wayne",6370,1431,100
"Kentucky","Webster",4397,1240,100
"Kentucky","Whitley",11312,2067,100
"Kentucky","Wolfe",1804,753,100
"Kentucky","Woodford",7697,4958,100
"Louisiana","Acadia",21159,5638,100
"Louisiana","Allen",6867,2106,100
"Louisiana","Ascension",36135,16471,100
"Louisiana","Assumption",6714,3931,100
"Louisiana","Avoyelles",11163,5032,100
"Louisiana","Beauregard",12238,2393,100
"Louisiana","Bienville",3756,3129,100
"Louisiana","Bossier",35451,12638,100
"Louisiana","Caddo",48977,53448,100
"Louisiana","Calcasieu",54182,26293,100
"Louisiana","Caldwell",3822,788,100
"Louisiana","Cameron",3256,323,100
"Louisiana","Catahoula",3479,1322,100
"Louisiana","Claiborne",3585,2717,100
"Louisiana","Concordia",5474,3272,100
"Louisiana","De Soto",8067,5163,100
"Louisiana","East Baton Rouge",84620,102711,100
"Louisiana","East Carroll",1059,1838,100
"Louisiana","East Feliciana",5569,4235,100
"Louisiana","Evangeline",10357,4208,100
"Louisiana","Franklin",6514,2506,100
"Louisiana","Grant",7406,1181,100
"Louisiana","Iberia",20903,10698,100
"Louisiana","Iberville",7320,8324,100
"Louisiana","Jackson",5169,2139,100
"Louisiana","Jefferson",100292,73540,100
"Louisiana","Jefferson Davis",10775,3080,100
"Louisiana","La Salle",5835,605,100
"Louisiana","Lafayette",68191,32726,100
"Louisiana","Lafourche",31958,8423,100
"Louisiana","Lincoln",10761,7102,100
"Louisiana","Livingston",48797,6950,100
"Louisiana","Madison",1927,2744,100
"Louisiana","Morehouse",6502,5155,100
"Louisiana","Natchitoches",8965,7143,100
"Louisiana","Orleans",24267,133833,100
"Louisiana","Ouachita",41712,24420,100
"Louisiana","Plaquemines",6900,3347,100
"Louisiana","Pointe Coupee",6789,4764,100
"Louisiana","Rapides",36814,18318,100
"Louisiana","Red River",2391,1938,100
"Louisiana","Richland",6286,3157,100
"Louisiana","Sabine",7877,1703,100
"Louisiana","St. Bernard",10232,4957,100
"Louisiana","St. Charles",16620,8558,100
"Louisiana","St. Helena",2497,3353,100
"Louisiana","St. James",5456,6418,100
"Louisiana","St. John the Baptist",7569,12658,100
"Louisiana","St. Landry",21966,17208,100
"Louisiana","St. Martin",16872,8266,100
"Louisiana","St. Mary",14353,8050,100
"Louisiana","St. Tammany",90914,27716,100
"Louisiana","Tangipahoa",33933,16869,100
"Louisiana","Tensas",1180,1329,100
"Louisiana","Terrebonne",31900,10664,100
"Louisiana","Union",7972,2691,100
"Louisiana","Vermilion",19807,4745,100
"Louisiana","Vernon",13471,2665,100
"Louisiana","Washington",12552,5690,100
"Louisiana","Webster",11538,6259,100
"Louisiana","West Baton Rouge",6926,5382,100
"Louisiana","West Carroll",3970,715,100
"Louisiana","West Feliciana",3390,2247,100
"Louisiana","Winn",4605,1643,100
"Maine","Androscoggin",28189,22975,100
"Maine","Aroostook",18999,13182,100
"Maine","Cumberland",57697,102935,100
"Maine","Franklin",7808,6911,100
"Maine","Hancock",13682,16107,100
"Maine","Kennebec",31753,29296,100
"Maine","Knox",9148,12440,100
"Maine","Lincoln",9727,10241,100
"Maine","Oxford",16214,12172,100
"Maine","Penobscot",41111,32638,100
"Maine","Piscataquis",5403,3098,100
"Maine","Sagadahoc",9304,10679,100
"Maine","Somerset",14998,9092,100
"Maine","Waldo",10378,10442,100
"Maine","Washington",9037,6358,100
"Maine","York",50388,55828,100
"Maryland","Allegany",20025,6665,100
"Maryland","Anne Arundel",114509,116074,100
"Maryland","Baltimore",131009,189437,100
"Maryland","Baltimore",22726,178562,99
"Maryland","Calvert",24680,16669,100
"Maryland","Caroline",8999,3747,100
"Maryland","Carroll",55593,24314,100
"Maryland","Cecil",27579,12651,100
"Maryland","Charles",24163,46063,100
"Maryland","Dorchester",7938,5695,100
"Maryland","Frederick",56472,51891,100
"Maryland","Garrett",10189,2252,100
"Maryland","Harford",74261,43803,100
"Maryland","Howard",44792,93808,100
"Maryland","Kent",4598,4178,100
"Maryland","Montgomery",82985,309761,100
"Maryland","Prince George's",29290,313627,100
"Maryland","Queen Anne's",16211,7316,100
"Maryland","Somerset",5056,3484,100
"Maryland","St. Mary's",26889,15786,100
"Maryland","Talbot",10098,7865,100
"Maryland","Washington",38842,19193,100
"Maryland","Wicomico",20832,16327,100
"Maryland","Worcester",15910,8783,100
"Massachusetts","Barnstable",53842,71632,
"Massachusetts","Berkshire",16799,43540,
"Massachusetts","Bristol",104775,127619,
"Massachusetts","Dukes",2474,8338,
"Massachusetts","Essex",135405,220027,
"Massachusetts","Franklin",10327,24369,
"Massachusetts","Hampden",78230,110313,
"Massachusetts","Hampshire",22089,54572,
"Massachusetts","Middlesex",216163,508919,
"Massachusetts","Nantucket",1892,4144,
"Massachusetts","Norfolk",119171,219129,
"Massachusetts","Plymouth",114722,133828,
"Massachusetts","Suffolk",50042,241212,
"Massachusetts","Worcester",157138,197126,
"Michigan","Alcona",4201,1732,100
"Michigan","Alger",2585,1663,100
"Michigan","Allegan",33812,17932,100
"Michigan","Alpena",9090,4877,100
"Michigan","Antrim",8469,4448,100
"Michigan","Arenac",4704,2238,100
"Michigan","Baraga",2158,1156,100
"Michigan","Barry",19197,9109,100
"Michigan","Bay",28327,21641,100
"Michigan","Benzie",5539,4108,100
"Michigan","Berrien",38646,29496,100
"Michigan","Branch",11025,4740,100
"Michigan","Calhoun",31489,24154,100
"Michigan","Cass",14241,7270,100
"Michigan","Charlevoix",8674,5137,100
"Michigan","Cheboygan",8680,4302,100
"Michigan","Chippewa",9120,5378,100
"Michigan","Clare",8507,4250,100
"Michigan","Clinton",21635,16490,100
"Michigan","Crawford",4354,2110,100
"Michigan","Delta",11112,6431,100
"Michigan","Dickinson",8580,3923,100
"Michigan","Eaton",27608,24534,100
"Michigan","Emmet",10616,6972,100
"Michigan","Genesee",84174,102744,100
"Michigan","Gladwin",8124,3794,100
"Michigan","Gogebic",4019,2925,100
"Michigan","Grand Traverse",27412,20964,100
"Michigan","Gratiot",9878,5665,100
"Michigan","Hillsdale",14094,4799,100
"Michigan","Houghton",8475,6018,100
"Michigan","Huron",10629,4579,100
"Michigan","Ingham",44354,81266,100
"Michigan","Ionia",16374,8206,100
"Michigan","Iosco",8344,4344,100
"Michigan","Iron",3675,2004,100
"Michigan","Isabella",12338,11404,100
"Michigan","Jackson",39793,25795,100
"Michigan","Kalamazoo",51031,67142,100
"Michigan","Kalkaska",6213,2279,100
"Michigan","Kent",147959,138567,100
"Michigan","Keweenaw",814,527,100
"Michigan","Lake",3159,1939,100
"Michigan","Lapeer",30037,12734,100
"Michigan","Leelanau",7239,6774,100
"Michigan","Lenawee",26428,16750,100
"Michigan","Livingston",65665,34378,100
"Michigan","Luce",1756,681,100
"Michigan","Mackinac",3740,2085,100
"Michigan","Macomb",224589,176238,100
"Michigan","Manistee",6915,4979,100
"Michigan","Marquette",14646,16042,100
"Michigan","Mason",8505,5281,100
"Michigan","Mecosta",10305,5827,100
"Michigan","Menominee",6704,3539,100
"Michigan","Midland",23877,15655,100
"Michigan","Missaukee",5386,1565,100
"Michigan","Monroe",43255,26859,100
"Michigan","Montcalm",16907,7874,100
"Michigan","Montmorency",3498,1286,100
"Michigan","Muskegon",35962,36640,100
"Michigan","Newaygo",15174,6212,100
"Michigan","Oakland",289127,342976,100
"Michigan","Oceana",7228,3973,100
"Michigan","Ogemaw",6827,3030,100
"Michigan","Ontonagon",2069,1175,100
"Michigan","Osceola",7336,2705,100
"Michigan","Oscoda",2843,1044,100
"Michigan","Otsego",8266,3556,100
"Michigan","Ottawa",90456,46276,100
"Michigan","Presque Isle",4486,2400,100
"Michigan","Roscommon",8141,4287,100
"Michigan","Saginaw",45469,44395,100
"Michigan","Sanilac",13446,4873,100
"Michigan","Schoolcraft",2556,1369,100
"Michigan","Shiawassee",19232,12547,100
"Michigan","St. Clair",49067,24553,100
"Michigan","St. Joseph",14886,7529,100
"Michigan","Tuscola",17421,7493,100
"Michigan","Van Buren",17890,13258,100
"Michigan","Washtenaw",50335,128025,100
"Michigan","Wayne",228313,517022,100
"Michigan","Wexford",10000,4436,100
"Minnesota","Aitkin",5516,3134,100
"Minnesota","Anoka",93341,75499,100
"Minnesota","Becker",10880,5208,100
"Minnesota","Beltrami",10783,8688,100
"Minnesota","Benton",12872,5640,100
"Minnesota","Big Stone",1607,921,100
"Minnesota","Blue Earth",15667,14428,100
"Minnesota","Brown",8708,3763,100
"Minnesota","Carlton",8160,8460,100
"Minnesota","Carver",29063,21514,100
"Minnesota","Cass",9982,4949,100
"Minnesota","Chippewa",3764,1978,100
"Minnesota","Chisago",18441,9279,100
"Minnesota","Clay",13526,12952,100
"Minnesota","Clearwater",2925,1100,100
"Minnesota","Cook",1156,1912,100
"Minnesota","Cottonwood",3679,1678,100
"Minnesota","Crow Wing",22287,10982,100
"Minnesota","Dakota",97919,107665,100
"Minnesota","Dodge",6527,3102,100
"Minnesota","Douglas",13966,6227,100
"Minnesota","Faribault",4659,2153,100
"Minnesota","Fillmore",6271,3872,100
"Minnesota","Freeborn",8808,6041,100
"Minnesota","Goodhue",14041,9446,100
"Minnesota","Grant",2063,1104,100
"Minnesota","Hennepin",191767,429274,100
"Minnesota","Houston",5616,4145,100
"Minnesota","Hubbard",7269,3432,100
"Minnesota","Isanti",13635,5656,100
"Minnesota","Itasca",12920,9015,100
"Minnesota","Jackson",3609,1492,100
"Minnesota","Kanabec",5230,2327,100
"Minnesota","Kandiyohi",12785,7266,100
"Minnesota","Kittson",1349,823,100
"Minnesota","Koochiching",3569,2306,100
"Minnesota","Lac qui Parle",2294,1301,100
"Minnesota","Lake",2932,3077,100
"Minnesota","Lake of the Woods",1540,553,100
"Minnesota","Le Sueur",9182,4623,100
"Minnesota","Lincoln",1930,860,100
"Minnesota","Lyon",7258,3825,100
"Minnesota","Mahnomen",991,930,100
"Minnesota","Marshall",3208,1225,100
"Minnesota","Martin",7062,2733,100
"Minnesota","McLeod",12155,4980,100
"Minnesota","Meeker",8104,3192,100
"Minnesota","Mille Lacs",8340,3709,100
"Minnesota","Morrison",12925,3637,100
"Minnesota","Mower",8826,7444,100
"Minnesota","Murray",2974,1295,100
"Minnesota","Nicollet",8436,7886,100
"Minnesota","Nobles",5299,2733,100
"Minnesota","Norman",1699,1264,100
"Minnesota","Olmsted",35668,36266,100
"Minnesota","Otter Tail",20939,9339,100
"Minnesota","Pennington",4000,2146,100
"Minnesota","Pine",8191,4580,100
"Minnesota","Pipestone",3338,1127,100
"Minnesota","Polk",8979,4712,100
"Minnesota","Pope",3793,2106,100
"Minnesota","Ramsey",70778,176929,100
"Minnesota","Red Lake",1141,540,100
"Minnesota","Redwood",5137,1887,100
"Minnesota","Renville",4890,2117,100
"Minnesota","Rice",15428,14437,100
"Minnesota","Rock",3091,1373,100
"Minnesota","Roseau",5451,1856,100
"Minnesota","Scott",39948,28502,100
"Minnesota","Sherburne",31049,13299,100
"Minnesota","Sibley",5193,1954,100
"Minnesota","St. Louis",44631,57769,100
"Minnesota","Stearns",47618,25575,100
"Minnesota","Steele",11198,6239,100
"Minnesota","Stevens",2800,2116,100
"Minnesota","Swift",2962,1679,100
"Minnesota","Todd",8485,2783,100
"Minnesota","Traverse",1050,631,100
"Minnesota","Wabasha",6989,3866,100
"Minnesota","Wadena",4837,1684,100
"Minnesota","Waseca",5967,2838,100
"Minnesota","Washington",64429,67086,100
"Minnesota","Watonwan",2768,1814,100
"Minnesota","Wilkin",2129,893,100
"Minnesota","Winona",12122,11366,100
"Minnesota","Wright",43274,20336,100
"Minnesota","Yellow Medicine",3332,1524,100
"Mississippi","Adams",5125,6921,100
"Mississippi","Alcorn",11616,2609,100
"Mississippi","Amite",4282,2688,100
"Mississippi","Attala",4288,2847,100
"Mississippi","Benton",2239,1704,100
"Mississippi","Bolivar",4251,8410,100
"Mississippi","Calhoun",4360,1884,100
"Mississippi","Carroll",3774,1648,100
"Mississippi","Chickasaw",4127,3649,100
"Mississippi","Choctaw",2757,1193,100
"Mississippi","Claiborne",414,2523,100
"Mississippi","Clarke",5088,2556,100
"Mississippi","Clay",4136,5695,100
"Mississippi","Coahoma",2094,5954,100
"Mississippi","Copiah",5576,6203,100
"Mississippi","Covington",5423,3267,100
"Mississippi","DeSoto",42155,19892,100
"Mississippi","Forrest",15149,11271,100
"Mississippi","Franklin",2685,1471,100
"Mississippi","George",8652,1013,100
"Mississippi","Greene",4309,956,100
"Mississippi","Grenada",5940,4386,100
"Mississippi","Hancock",13720,3320,100
"Mississippi","Harrison",39710,20679,100
"Mississippi","Hinds",24813,65727,100
"Mississippi","Holmes",1151,5820,100
"Mississippi","Humphreys",924,2652,100
"Mississippi","Issaquena",298,395,100
"Mississippi","Itawamba",8385,1100,100
"Mississippi","Jackson",31204,13087,100
"Mississippi","Jasper",4032,4367,100
"Mississippi","Jefferson",489,3337,100
"Mississippi","Jefferson Davis",2462,3703,100
"Mississippi","Jones",20076,7748,100
"Mississippi","Kemper",1778,2827,100
"Mississippi","Lafayette",10872,7968,100
"Mississippi","Lamar",18493,5044,100
"Mississippi","Lauderdale",17574,10910,100
"Mississippi","Lawrence",4072,2181,100
"Mississippi","Leake",4775,3579,100
"Mississippi","Lee",21695,9635,100
"Mississippi","Leflore",2757,6677,100
"Mississippi","Lincoln",10550,4458,100
"Mississippi","Lowndes",13124,11545,100
"Mississippi","Madison",25607,18358,100
"Mississippi","Marion",7697,3572,100
"Mississippi","Marshall",6525,7944,100
"Mississippi","Monroe",10107,5485,100
"Mississippi","Montgomery",2334,1775,100
"Mississippi","Neshoba",7613,2668,100
"Mississippi","Newton",5929,2549,100
"Mississippi","Noxubee",1181,4330,100
"Mississippi","Oktibbeha",7671,7851,100
"Mississippi","Panola",7371,7300,100
"Mississippi","Pearl River",15530,2919,100
"Mississippi","Perry",4135,1220,100
"Mississippi","Pike",7748,7636,100
"Mississippi","Pontotoc",9442,2123,100
"Mississippi","Prentiss",7647,2067,100
"Mississippi","Quitman",998,2303,100
"Mississippi","Rankin",46168,13741,100
"Mississippi","Scott",5742,3999,100
"Mississippi","Sharkey",619,1290,100
"Mississippi","Simpson",7393,3871,100
"Mississippi","Smith",5877,1598,100
"Mississippi","Stone",4810,1400,100
"Mississippi","Sunflower",2768,6560,100
"Mississippi","Tallahatchie",2437,3311,100
"Mississippi","Tate",7385,3804,100
"Mississippi","Tippah",7182,1808,100
"Mississippi","Tishomingo",7117,990,100
"Mississippi","Tunica",840,2577,100
"Mississippi","Union",9161,1969,100
"Mississippi","Walthall",3374,2475,100
"Mississippi","Warren",9420,8518,100
"Mississippi","Washington",4541,9847,100
"Mississippi","Wayne",5957,3493,100
"Mississippi","Webster",3949,1001,100
"Mississippi","Wilkinson",1305,2826,100
"Mississippi","Winston",4874,3778,100
"Mississippi","Yalobusha",3366,2574,100
"Mississippi","Yazoo",4568,5221,100
"Missouri","Adair",6019,3495,100
"Missouri","Andrew",6665,2045,100
"Missouri","Atchison",2059,541,100
"Missouri","Audrain",6981,2567,100
"Missouri","Barry",11427,2710,100
"Missouri","Barton",4958,795,100
"Missouri","Bates",6000,1617,100
"Missouri","Benton",7212,2024,100
"Missouri","Bollinger",4827,705,100
"Missouri","Boone",36146,41072,100
"Missouri","Buchanan",21315,12010,100
